,Coccion,T_desgrasante,Composicion,Densidad,Textura,Grosor₍mm),Tamaño(cm),Acabado_Interno,Acabado_Externo,Dureza,Ahumado,Tecnica,Elemento₁,Localizacion,Baño,Engobe,cluster
173,0,2,3,0,0,8,3,2,2,1,0,0,0,0,0,0,2
174,0,2,3,0,0,9,3,2,2,1,0,0,0,0,0,0,2
175,1,2,4,0,0,9,3,1,2,0,0,0,0,0,0,0,2
176,0,2,4,0,0,11,2,1,1,0,0,0,0,0,0,0,2
177,0,1,4,0,0,14,3,1,1,0,0,0,0,0,0,0,2
178,0,1,4,0,0,7,2,1,1,0,0,0,0,0,0,0,2
179,0,2,6,0,0,8,2,1,1,0,0,0,0,0,0,0,2
180,0,3,6,1,0,10,5,1,1,1,2,0,0,0,0,0,1
181,0,3,0,1,0,9,4,2,1,0,0,0,0,0,0,0,1
182,0,3,0,1,0,7,3,1,1,0,0,0,0,0,0,0,1
183,0,3,0,1,0,7,4,1,1,0,0,0,0,0,0,0,1
184,0,3,0,1,0,10,3,1,2,0,0,0,0,0,0,0,1
185,0,3,0,1,0,9,4,2,1,0,0,0,0,0,0,0,1
186,0,3,0,1,0,7,4,2,1,0,0,0,0,0,0,0,1
187,0,1,6,1,0,6,3,2,2,1,2,0,0,0,0,0,1
188,1,0,3,0,0,5,2,3,3,0,0,0,0,0,0,0,2
189,1,0,3,0,0,5,3,3,3,0,0,8,2,2,0,0,3
190,1,0,3,0,0,6,2,3,3,0,2,0,0,0,0,0,2
191,1,0,3,0,0,6,3,3,3,0,0,0,0,0,0,0,2
192,1,2,5,1,0,14,3,2,1,0,0,0,0,0,0,0,1
193,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,2
194,1,2,0,0,0,9,6,1,3,1,1,0,0,0,0,0,2
195,1,1,5,1,0,5,3,1,1,0,0,0,0,0,0,0,1
196,1,1,0,1,0,9,7,0,0,0,1,0,0,0,0,0,4
197,1,1,0,1,0,10,5,0,0,0,1,0,0,0,0,0,4
198,1,1,0,1,0,12,7,2,2,0,0,0,0,0,0,0,1
199,1,1,0,1,0,7,3,2,2,0,0,0,0,0,0,0,1
200,1,1,6,0,0,7,3,2,2,1,0,0,0,0,0,0,2
201,1,1,6,0,0,8,4,2,2,1,0,0,0,0,0,0,2
202,0,3,2,1,0,8,3,1,1,0,0,0,0,0,0,0,1
203,0,3,6,0,0,10,4,2,2,1,0,0,0,0,0,0,2
204,0,3,2,1,0,8,3,1,1,0,0,0,0,0,0,0,1
205,0,3,2,0,0,7,2,1,1,0,0,0,0,0,0,0,2
206,0,3,1,0,0,8,2,2,1,0,0,0,0,0,0,0,2
207,0,0,1,0,0,5,3,3,3,0,0,0,0,0,0,0,2
208,0,2,6,1,0,6,3,2,2,1,0,0,0,0,0,0,1
209,0,1,4,0,0,6,2,2,2,0,0,0,0,0,0,0,2
210,0,1,4,0,0,6,2,2,2,0,0,0,0,0,0,0,2
211,1,2,0,0,0,7,6,1,1,1,0,0,0,0,0,0,2
212,0,2,0,0,0,4,2,1,1,0,0,0,0,0,0,0,2
213,0,2,2,0,0,10,3,2,2,1,1,0,0,0,0,0,2
214,0,2,3,0,0,6,2,1,1,0,0,0,0,0,0,0,2
215,0,2,6,0,0,9,2,2,2,1,0,0,0,0,0,0,2
216,0,2,2,1,0,8,2,2,1,0,0,0,0,0,0,0,1
217,0,2,6,0,0,7,3,2,2,1,2,0,0,0,0,0,2
218,0,3,5,0,0,12,3,1,2,0,0,0,0,0,0,0,2
219,0,2,6,0,0,7,3,1,1,1,0,0,0,0,0,0,2
220,0,2,3,1,0,11,5,1,2,1,0,0,0,0,0,0,1
221,0,1,3,0,0,9,2,2,2,1,0,0,0,0,0,0,2
222,0,2,6,0,0,9,3,2,1,1,1,0,0,0,0,0,2
223,0,2,2,0,0,7,3,1,2,0,0,0,0,0,0,0,2
224,0,2,3,0,0,7,3,2,2,1,0,0,0,0,0,0,2
225,0,2,3,1,0,7,3,1,1,0,0,0,0,0,0,0,1
226,0,2,2,1,0,5,3,2,2,0,0,0,0,0,0,0,1
227,0,2,0,0,0,7,4,2,2,0,0,0,0,0,0,0,2
228,0,2,2,0,0,6,2,2,2,0,0,0,0,0,0,0,2
229,0,2,3,0,0,9,3,2,2,0,0,0,0,0,0,0,2
230,0,2,2,0,0,6,2,2,1,0,0,0,0,0,0,0,2
231,0,1,0,0,0,6,2,2,2,0,0,0,0,0,0,0,2
232,0,1,4,0,0,5,3,2,2,0,0,0,0,0,0,0,2
233,0,1,2,0,0,8,3,2,2,1,0,0,0,0,0,0,2
234,0,1,0,0,0,5,3,2,2,1,0,0,0,0,0,0,2
235,0,1,6,0,0,4,3,3,3,1,0,4,3,1,2,0,3
236,0,2,0,0,1,6,2,2,2,0,0,0,0,0,0,0,2
237,0,1,1,0,0,7,5,2,2,0,0,0,0,0,0,0,2
238,1,1,4,0,0,5,4,1,1,0,0,0,0,0,0,0,2
239,0,1,4,0,0,6,2,3,1,0,0,0,0,0,0,0,2
240,0,2,0,0,0,12,3,2,2,1,1,0,0,0,0,0,2
241,0,2,4,0,0,7,3,2,2,0,0,0,0,0,0,0,2
242,0,2,2,1,0,9,4,2,2,1,0,0,0,0,0,0,1
243,0,2,2,1,0,11,3,2,2,1,0,0,0,0,0,0,1
244,0,2,2,1,0,12,4,1,2,1,0,0,0,0,0,0,1
245,0,2,2,0,0,7,4,2,2,1,0,0,0,0,0,0,2
246,0,2,2,0,0,6,4,2,2,1,0,0,0,0,0,0,2
247,0,2,2,0,0,7,5,2,2,1,1,0,0,0,0,0,2
248,0,2,2,0,0,7,3,2,2,0,0,0,0,0,0,0,2
249,0,2,2,0,0,7,7,2,1,1,0,0,0,0,0,0,2
250,0,2,2,0,0,7,2,3,3,1,2,0,0,0,0,0,2
251,0,2,2,0,0,7,3,3,3,1,0,0,0,0,0,0,2
252,0,2,5,1,0,10,3,1,1,1,0,0,0,0,0,0,1
253,0,3,5,1,0,12,4,1,1,1,0,0,0,0,0,0,1
254,0,3,5,1,0,9,3,1,2,1,0,0,0,0,0,0,1
255,0,2,6,0,0,5,3,1,1,1,0,0,0,0,0,0,2
256,0,2,5,0,0,5,3,1,2,1,0,0,0,0,0,0,2
257,0,2,5,0,0,7,3,1,2,1,0,0,0,0,0,0,2
258,0,3,5,1,0,7,3,1,1,1,0,0,0,0,0,0,1
259,1,2,6,0,0,7,4,2,2,1,0,0,0,0,0,0,2
260,0,3,2,1,0,9,3,2,1,0,1,0,0,0,0,0,1
261,0,2,6,0,0,7,4,2,2,1,1,0,0,0,0,0,2
262,0,1,6,0,0,6,2,3,3,1,0,0,0,0,0,0,2
263,0,2,2,0,0,12,3,2,2,1,0,0,0,0,0,0,2
264,1,3,2,0,0,10,3,2,1,1,0,0,0,0,0,0,2
265,1,1,2,0,0,6,2,2,2,1,2,0,0,0,0,0,2
266,0,2,6,0,0,8,3,1,2,2,0,0,0,0,0,0,2
267,1,3,5,1,0,9,3,1,1,0,0,0,0,0,0,0,1
268,0,2,3,0,0,7,3,2,1,1,0,0,0,0,0,0,2
269,1,1,2,0,0,6,3,2,2,1,0,0,0,0,0,0,2
270,0,1,5,0,0,7,2,2,3,1,0,0,0,0,0,0,2
271,0,3,2,1,0,9,4,2,2,1,0,0,0,0,0,0,1
272,0,2,2,0,0,7,5,2,2,1,0,0,0,0,0,0,2
273,0,2,2,0,0,7,4,1,1,0,0,0,0,0,0,0,2
274,0,2,2,0,0,8,2,1,2,1,0,0,0,0,0,0,2
275,0,2,2,0,0,1,3,1,2,1,0,0,0,0,0,0,2
276,0,2,2,0,0,11,3,2,2,1,0,0,0,0,0,0,2
277,0,2,2,0,0,9,4,2,2,1,0,0,0,0,0,0,2
278,0,2,6,0,0,8,4,2,2,1,0,0,0,0,0,0,2
279,0,2,6,0,0,9,3,2,2,1,0,0,0,0,0,0,2
280,0,2,6,0,0,8,3,2,2,1,0,0,0,0,0,0,2
281,0,2,6,0,0,8,3,2,2,1,0,0,0,0,0,0,2
282,0,2,2,0,0,8,3,2,2,0,0,0,0,0,0,0,2
283,0,2,2,0,0,8,2,2,2,1,2,0,0,0,0,0,2
284,0,2,2,0,0,7,3,1,1,0,0,0,0,0,0,0,2
285,0,2,6,0,0,6,4,2,2,1,0,0,0,0,0,0,2
286,0,2,6,0,0,5,3,1,2,1,2,0,0,0,0,0,2
287,0,2,6,0,0,6,3,2,2,1,0,0,0,0,0,0,2
288,0,2,6,0,0,7,2,2,2,0,0,4,3,1,0,0,2
289,1,2,0,0,1,9,2,2,1,0,0,0,0,0,0,0,2
290,0,2,6,0,0,8,3,2,2,1,0,0,0,0,0,0,2
291,0,2,2,0,0,8,3,3,3,1,0,0,0,0,3,0,2
292,1,1,5,0,0,8,3,2,2,1,2,0,0,0,0,0,2
293,1,1,5,0,0,7,3,2,2,1,2,0,0,0,0,0,2
294,0,2,6,0,0,10,3,2,2,1,1,0,0,0,0,0,2
295,0,2,6,1,0,11,4,2,2,1,0,0,0,0,0,0,1
296,0,1,6,0,0,8,2,2,2,1,0,0,0,0,0,0,2
297,0,1,6,0,0,8,3,2,2,0,2,0,0,0,0,0,2
298,1,1,4,0,0,6,3,2,2,0,1,0,0,0,0,0,2
299,0,1,6,0,0,7,3,1,1,0,0,0,0,0,0,0,2
300,1,1,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
301,0,1,6,0,0,6,2,2,2,1,1,0,0,0,0,0,2
302,0,1,2,0,0,6,3,2,2,1,0,0,0,0,0,0,2
303,0,1,6,0,0,10,4,2,2,1,2,0,0,0,0,0,2
304,1,1,4,0,0,5,3,2,2,1,0,0,0,0,0,0,2
305,1,1,5,0,0,6,2,2,2,1,3,0,0,0,0,0,2
306,1,1,6,0,0,6,3,2,2,1,1,0,0,0,0,0,2
307,0,2,0,0,0,8,3,1,1,0,0,0,0,0,0,0,2
308,0,3,2,1,0,9,3,2,2,1,0,0,0,0,0,0,1
309,0,3,2,1,0,10,3,1,1,0,0,0,0,0,0,0,1
310,0,2,5,0,0,6,2,2,2,1,0,0,0,0,0,0,2
311,0,2,6,0,0,7,4,2,2,1,1,0,0,0,0,0,2
312,0,1,2,0,0,9,2,2,2,1,0,4,3,1,0,0,2
313,0,2,6,0,0,6,4,2,2,1,0,0,0,0,0,0,2
314,1,2,4,0,0,9,3,2,2,1,0,6,5,1,0,0,3
315,0,2,2,0,0,8,3,2,2,1,1,0,0,0,0,0,2
316,1,2,0,0,0,8,3,1,1,1,0,0,0,0,0,0,2
317,1,0,2,0,0,6,3,3,3,0,0,0,0,0,0,0,2
318,0,1,5,0,0,6,2,2,2,1,2,0,0,0,0,0,2
319,0,3,5,0,0,7,3,2,2,1,0,0,0,0,0,0,2
320,0,2,5,0,0,6,3,2,2,1,0,0,0,0,0,0,2
321,0,3,6,0,0,8,3,2,2,1,0,0,0,0,0,0,2
322,0,2,5,0,0,7,4,2,2,1,0,0,0,0,0,0,2
323,1,2,5,0,0,7,3,2,2,1,0,0,0,0,0,0,2
324,0,1,6,0,0,8,2,2,2,1,0,0,0,0,0,0,2
325,0,1,6,0,0,6,4,2,2,1,0,0,0,0,0,0,2
326,0,3,5,1,0,9,3,1,1,0,0,0,0,0,0,0,1
327,0,1,5,0,0,7,3,2,2,0,0,0,0,0,0,0,2
328,0,2,4,0,0,8,3,2,2,1,0,0,0,0,0,0,2
329,0,2,6,0,0,7,3,2,2,1,0,0,0,0,0,0,2
330,0,2,2,0,0,9,3,2,2,1,0,0,0,0,0,0,2
331,0,2,4,0,0,7,3,2,2,1,0,0,0,0,0,0,2
332,0,2,4,0,0,9,4,2,2,0,0,0,0,0,0,0,2
333,0,2,2,0,0,10,2,2,2,1,0,4,3,1,0,0,2
334,0,2,6,0,0,6,2,3,3,1,0,0,0,0,0,0,2
335,0,2,2,0,0,10,3,3,3,1,0,0,0,0,0,0,2
336,0,2,2,0,0,8,4,2,2,1,0,0,0,0,0,0,2
337,0,2,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
338,0,2,2,0,0,8,3,2,1,1,0,0,0,0,0,0,2
339,0,2,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
340,0,2,6,0,0,7,2,2,2,2,0,0,0,0,0,0,2
341,0,2,5,0,0,8,3,2,2,1,1,0,0,0,0,0,2
342,0,2,6,0,0,9,3,2,2,0,1,0,0,0,0,0,2
343,0,1,1,0,0,7,2,3,3,1,0,0,0,0,0,0,2
344,0,2,1,0,0,10,3,2,3,1,0,0,0,0,0,0,2
345,0,2,6,0,0,6,2,3,3,1,0,0,0,0,0,0,2
346,0,2,6,0,0,7,3,3,2,2,2,0,0,0,0,0,2
347,0,2,6,0,0,8,3,2,2,1,3,0,0,0,0,0,2
348,0,2,6,0,0,7,2,2,2,1,0,0,0,0,0,0,2
349,0,2,2,0,0,6,2,2,1,0,0,0,0,0,0,0,2
350,0,2,2,0,0,7,3,1,2,1,0,0,0,0,0,0,2
351,0,2,0,0,0,5,2,3,2,1,2,0,0,0,0,0,2
352,0,2,4,0,1,6,2,1,1,0,0,0,0,0,0,0,2
353,0,2,2,0,0,9,3,2,1,1,0,0,0,0,0,0,2
354,0,1,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
355,0,2,5,0,0,9,3,1,2,1,0,0,0,0,0,0,2
356,0,2,0,0,0,9,3,1,2,1,0,0,0,0,0,0,2
357,0,2,0,0,0,4,4,1,2,1,0,0,0,0,0,0,2
358,0,2,2,0,0,9,3,1,1,1,0,0,0,0,0,0,2
359,0,2,1,0,1,6,3,1,1,0,0,0,0,0,0,0,2
360,0,2,6,0,0,6,3,2,2,1,2,0,0,0,0,0,2
361,1,2,0,0,0,4,2,1,1,0,0,0,0,0,0,0,2
362,0,2,6,0,0,5,2,1,1,0,0,0,0,0,0,0,2
363,1,2,4,0,0,6,3,1,1,0,0,0,0,0,0,0,2
364,0,2,0,0,0,5,3,1,2,1,2,0,0,0,0,0,2
365,0,2,2,0,0,7,2,1,1,1,0,0,0,0,0,0,2
366,0,2,5,0,0,8,2,1,1,1,0,0,0,0,0,0,2
367,0,2,5,0,0,7,2,2,1,0,0,0,0,0,0,0,2
368,0,2,0,0,0,4,3,1,2,0,0,0,0,0,0,0,2
369,0,3,2,1,0,8,5,1,1,0,0,0,0,0,0,0,1
370,0,3,6,0,0,6,3,1,1,0,0,0,0,0,0,0,2
371,0,2,5,0,0,9,3,1,1,1,0,0,0,0,0,0,2
372,0,2,6,0,0,7,4,2,1,0,0,0,0,0,0,0,2
373,0,2,6,0,0,7,2,1,1,0,0,0,0,0,0,0,2
374,0,2,6,0,0,7,3,1,1,0,0,0,0,0,0,0,2
375,0,2,6,0,0,8,3,2,2,1,0,0,0,0,0,0,2
376,0,0,0,0,0,4,3,1,2,1,0,0,0,0,0,0,2
377,0,2,6,0,0,8,2,1,1,1,0,0,0,0,0,0,2
378,0,1,5,0,0,6,3,2,2,1,0,0,0,0,0,0,2
